GENESIS-Tabelle: 51000-22i
Aus- und Einfuhr nach Gruppen (247) des;;;;;;
Güterverzeichnisses der Produktionsstatistiken GP 2019;;;;;;
- Land - Jahr (ab 2008);;;;;;
Außenhandel;;;;;;
Nordrhein-Westfalen;;;;;;
;;;Ausfuhr: Gewicht;Ausfuhr;Einfuhr: Gewicht;Einfuhr
;;;t;Tsd. EUR;t;Tsd. EUR
2014;1011;Fleisch (ohne Geflügel);1326105;2321027;658022;1357193
2014;1012;Geflügelfleisch;64792;68202;176115;399776
2014;1013;Verarbeitetes Fleisch;273074;793522;128263;415101
2014;1020;Fischerzeugnisse und andere Meeresfrüchte;44430;153172;87287;426040
2014;1031;Verarbeitete Kartoffeln und Kartoffelerzeugnisse;17505;31655;129918;125741
2014;1032;Frucht- u.Gemüsesäfte,n. gegoren,oh. Alkoholzusatz;273245;194260;277108;284162
2014;1039;Verarbeitetes Obst und Gemüse, a.n.g.;220071;411975;647309;815368
2014;1041;Öle und Fette (ohne Margarine und Nahrungsfette);1431911;737243;1894520;1306384
2014;1042;Margarine und Nahrungsfette;77508;90904;40311;53165
2014;1051;Milch und Milcherzeugnisse (ohne Speiseeis);1156021;934833;502478;1368026
2014;1052;Speiseeis;82823;210606;28128;71412
2014;1061;Mahlerzeugnisse und Schälmühlenerzeugnisse;573009;237961;365524;232197
2014;1062;Stärke und Stärkeerzeugnisse;1214659;308611;850536;336979
2014;1071;Backwaren (ohne Dauerbackwaren);154739;279096;81047;162223
2014;1072;Dauerbackwaren;165435;414146;133415;330999
2014;1073;Teigwaren;2678;3963;36963;42149
2014;1081;Zucker;338166;146275;186355;92946
2014;1082;Süßwaren (ohne Dauerbackwaren);335569;1154599;259607;987210
2014;1083;Kaffee und Tee, Kaffee-Ersatz;49144;257848;38261;332432
2014;1084;Würzen und Soßen;102093;100278;95347;119584
2014;1085;Fertiggerichte;102229;290503;82559;231167
2014;1086;Homogenisierte Nahrungsmittelzubereitungen;15819;118771;16042;62131
2014;1089;Sonstige Nahrungsmittel, a.n.g.;156196;291170;87700;316720
2014;1091;Futtermittel für Nutztiere;432168;158226;496530;227569
2014;1092;Futtermittel für sonstige Tiere, zubereitet;166262;257783;217315;302244
2014;1101;Spirituosen;4989;13733;64663;218609
2014;1102;Traubenwein;12705;22920;177926;360296
2014;1103;Apfelwein u. Fruchtweine, alkoholh. Mischgetränke;8258;6851;4048;4997
2014;1104;Wermutwein und andere aromatisierte Weine;248;498;2134;2102
2014;1105;Bier;213495;109981;81442;39044
2014;1106;Malz;99890;40149;64457;23566
2014;1107;Erfrischungsgetränke, natürliches Mineralwasser;2152307;200235;249204;127343
2014;1200;Tabakerzeugnisse;2407;114959;15931;212126
2014;1310;Textile Spinnstoffe und Garne;22886;45860;66992;165343
2014;1320;Gewebe;44592;445295;81147;576301
2014;1391;Gewirke und Gestricke;7261;106774;11202;74765
2014;1392;Konfektionierte Textilwaren (ohne Bekleidung);31991;313335;222088;1439007
2014;1393;Teppiche und textile Fußbodenbeläge;16080;90794;90263;305489
2014;1394;Seilerwaren;5174;27438;20384;42855
2014;1395;Vliesstoffe und Vliesstofferzeugnisse;92292;466113;56588;190875
2014;1396;Technische Textilien;31413;475749;27811;291865
2014;1399;Sonstige Textilwaren, a.n.g.;15767;46935;6000;39835
2014;1411;Bekleidung aus Leder oder rekonstituiertem Leder;399;15259;1903;103578
2014;1412;Arbeitsbekleidung und Berufsbekleidung;414;13781;6816;122085
2014;1413;Sonstige Oberbekleidung;105541;881089;168274;3637332
2014;1414;Wäsche;23505;528506;128338;2630808
2014;1419;Bekleidung und Bekleidungszubehör, a.n.g.;9787;207006;56667;962715
2014;1420;Pelzwaren;5;1720;184;10143
2014;1431;Strumpfwaren;5486;125207;27384;371006
2014;1439;Bekleidung a.n.g., aus Gewirken oder Gestricken;10726;216320;53743;1163077
2014;1511;Leder u. -faserstoff, zuger. u. gefärbte Felle;5241;167399;7645;116660
2014;1512;Lederwaren (ohne Lederbekleidung und Schuhe);6701;142149;51200;669140
2014;1520;Schuhe;8526;269330;96685;1819828
2014;1610;Holz, gesägt und gehobelt;518686;174099;608562;209807
2014;1621;Furnier-, Sperrholz-, Holzfaser-, Holzspanplatten;671780;479563;797638;417015
2014;1622;Parkettböden;4336;14142;23784;59418
2014;1623;Holzkonstruktionen, -bauteile, -fertigteilbauten;31644;102720;59491;114373
2014;1624;Holzverpackungen, Holzbehälter, Holzladungsträger;90850;34622;270425;88252
2014;1629;Holzwaren a.n.g., Kork-, Flecht-, Korbmacherwaren;13659;43052;186633;279912
2014;1711;Holz- und Zellstoff;216887;93394;521562;248457
2014;1712;Papier und Pappe;2440737;1943245;2078059;1637436
2014;1721;Wellpapier und -pappe, Verpackungsmittel;462006;775394;125651;227513
2014;1722;Haushalts-, Hygiene- und Toilettenartikel;211458;459553;195203;403365
2014;1723;Schreibwaren u. Bürobedarf aus Papier,Karton,Pappe;27533;66691;33245;106169
2014;1724;Tapeten;26478;107067;2374;15924
2014;1729;Andere Waren aus Papier, Karton und Pappe;35687;134293;54526;189939
2014;1910;Kokereierzeugnisse;556629;149108;1232876;253417
2014;1920;Mineralölerzeugnisse;5262009;2969617;14233554;8834900
2014;2011;Industriegase;138128;52360;173575;71484
2014;2012;Farbstoffe und Pigmente;671466;1193099;192762;471990
2014;2013;Sonstige anorganische Grundstoffe und Chemikalien;2797035;1606354;1469992;777042
2014;2014;Sonstige organische Grundstoffe und Chemikalien;7282900;9871785;5737650;6351074
2014;2015;Düngemittel und Stickstoffverbindungen;479506;160243;948823;266716
2014;2016;Kunststoffe, in Primärformen;4616664;8110424;2264798;3884603
2014;2017;Synthetischer Kautschuk, in Primärformen;425929;707809;91829;225762
2014;2020;Schädlingsbekämpfungs- und Pflanzenschutzmittel;64692;701961;52479;484089
2014;2030;Anstrichmittel, Druckfarben und Kitte;629806;1607501;231209;578776
2014;2041;Seifen, Wasch-, Reinigungs- und Poliermittel;785709;1353311;513708;687969
2014;2042;Körperpflegemittel und Duftstoffe;154166;740903;129069;916572
2014;2051;Pyrotechnische Erzeugnisse;8813;28025;11210;38351
2014;2052;Klebstoffe;162543;367481;57570;197491
2014;2053;Etherische Öle;18015;221170;16364;173768
2014;2059;Sonstige chemische Erzeugnisse, a.n.g.;1620759;3493584;983576;2964875
2014;2060;Chemiefasern;116723;349773;188154;482366
2014;2110;Pharmazeutische Grundstoffe u.ä. Erzeugnisse;73111;792105;88291;527948
2014;2120;Pharmazeutische Spezialitäten u. pharmaz. Erzeugn.;57989;6242526;54424;4777222
2014;2211;Herstellung und Runderneuerung von Bereifungen;84025;535205;160539;586737
2014;2219;Andere Gummiwaren (ohne Bereifungen);136078;1136389;154819;997686
2014;2221;Platten,Folien, Schläuche u. Profile aus Kunststo.;614659;2490162;358316;1240109
2014;2222;Verpackungsmittel aus Kunststoffen;264653;897248;312911;740108
2014;2223;Baubedarfsartikel aus Kunststoffen;73705;372559;200304;421142
2014;2229;Sonstige Kunststoffwaren;260841;1980526;265020;1523079
2014;2311;Flachglas (ohne veredeltes u. bearbeit. Flachglas);502014;214899;117174;57919
2014;2312;Veredeltes und bearbeitetes Flachglas;161226;345219;146606;354571
2014;2313;Hohlglas;198221;149941;111025;166358
2014;2314;Glasfasern und Waren daraus;17944;57501;136695;191749
2014;2319;Sonstiges Glas (einschl. technischer Glaswaren);7876;39234;28125;76894
2014;2320;Feuerfeste keramische Werkstoffe;329335;324860;118416;156056
2014;2331;Keramische Wand-, Bodenfliesen und -platten;50956;31960;241931;141692
2014;2332;Ziegel und sonstige Baukeramik;401577;90114;94340;22140
2014;2341;Keramische Haushaltswaren und Ziergegenstände;17567;36005;71401;152134
2014;2342;Sanitärkeramik;6216;24731;30897;66482
2014;2343;Isolatoren und Isolierteile aus Keramik;545;9095;1559;11900
2014;2344;Keramische Waren für sonstige technische Zwecke;2950;70207;3503;53527
2014;2349;Andere keramische Waren, a.n.g.;8789;15778;7984;15464
2014;2351;Zement;2678392;199974;261813;64298
2014;2352;Kalk und gebrannter Gips;848038;71580;276452;30229
2014;2361;Erzeugnisse a. Beton,Zement u.Kalksandstein f. Bau;809236;109611;193188;43850
2014;2362;Gipserzeugnisse für den Bau;65865;12409;64804;12210
2014;2363;Frischbeton (Transportbeton);119045;3636;4631;152
2014;2364;Mörtel und anderer Beton, nicht feuerfest;218566;94721;8262;1682
2014;2365;Faserzementwaren;35256;28000;9526;8907
2014;2369;Erzeugnisse aus Beton, Zement und Gips, a.n.g.;121990;30216;56088;27125
2014;2370;Bearbeitete u. verarb. Naturwerk- u. Natursteine;32971;14089;446527;148049
2014;2391;Mühl-,Mahl-,Schleif-,Wetz- u. Poliersteine;13877;170723;27356;224259
2014;2399;Sonstige Erzeugn. aus nichtmet. Mineralien, a.n.g.;239115;486455;208669;361341
2014;2410;Roheisen, Stahl und Ferrolegierungen;6605780;5497702;10471609;8507987
2014;2420;Stahlrohre,Rohrform-,-verschluss- u.-verbind.stück;1939332;3637893;984826;1369760
2014;2431;Blankstahl;224312;432604;335965;546511
2014;2432;Kaltband, Breite<600mm;1121842;1341257;359626;480369
2014;2433;Kaltprofile;116164;177187;99275;164712
2014;2434;Kaltgezogener Draht;223554;383916;235045;332406
2014;2441;Edelmetalle und Halbzeug daraus;95;42874;71;61986
2014;2442;Aluminium und Halbzeug daraus;1147969;3240266;2139407;3506195
2014;2443;Blei, Zink und Zinn und Halbzeug daraus;160493;370604;335275;742095
2014;2444;Kupfer und Halbzeug daraus;348059;2339137;349371;1917295
2014;2445;Sonstige NE-Metalle und Halbzeug daraus;59609;815583;113523;1065810
2014;2446;Kernbrennstoffe;1;23;3977;276197
2014;2451;Eisengießereierzeugnisse;2354;10489;20031;40639
2014;2452;Stahlgießereierzeugnisse;963;13863;1597;17596
2014;2511;Metallkonstruktionen;357732;920073;249076;550278
2014;2512;Ausbauelemente aus Stahl und Aluminium;48062;237092;19466;78931
2014;2521;Heizkörper u. -kessel für Zentralheizungen, Teile;23009;234217;35926;269389
2014;2529;Sonstige Metallbehälter, Fassungsvermögen>300l;42287;168856;26683;68098
2014;2530;Dampfkessel (-erzeuger), Kernreaktoren, Teile;9067;102727;4295;31159
2014;2540;Waffen und Munition, Teile dafür;591;47742;2015;37451
2014;2571;Schneidwaren und Bestecke, aus unedlen Metallen;11659;310943;21846;265832
2014;2572;Schlösser und Beschläge, aus unedlen Metallen;255479;1974558;176584;1000027
2014;2573;Werkzeuge;58334;1387033;78260;1049874
2014;2591;Metallbehälter, Fassungsvermögen<=300l;58730;202793;18020;49534
2014;2592;Verpackungen und Verschlüsse, aus Eisen, Stahl;61764;373624;21976;96374
2014;2593;Drahtwaren, Ketten und Federn;274166;897007;275094;435047
2014;2594;Schrauben und Nieten;252142;1305956;287372;818013
2014;2599;Andere Metallwaren, a.n.g.;520045;2113165;437535;1720387
2014;2611;Elektronische Bauelemente;11915;1073508;21436;1893635
2014;2612;Bestückte Leiterplatten;1420;159695;5328;336779
2014;2620;Datenverarbeitungsgeräte und periphere Geräte;44479;1506351;213501;7612880
2014;2630;Geräte u. Einricht. d. Telekommunikationstechnik;9299;535055;23029;3249433
2014;2640;Geräte der Unterhaltungselektronik;10189;504894;62452;1613636
2014;2651;Mess-,Kontroll-,Navigations- u.ä. Instr. u. Vorr.;25329;2665720;27777;2084537
2014;2652;Uhren;245;73261;3501;356721
2014;2660;Bestrahlungs-,Elektrotherapie-,elektromed. Geräte;1575;195878;3814;456127
2014;2670;Optische und fotografische Instrumente und Geräte;2723;445168;5314;755842
2014;2680;Magnetische und optische Datenträger;4558;73618;11116;111788
2014;2711;Elektromotoren,Generatoren,Transformatoren,Teile;88228;1618931;160572;1755049
2014;2712;Elektrizitätsverteilungs- und -schalteinrichtungen;45082;2078132;39387;1257865
2014;2720;Akkumulatoren und Batterien;55434;244517;57873;301980
2014;2731;Glasfaserkabel;5804;54499;3174;56501
2014;2732;Sonstige elektronische und elektrische Kabel;111401;1007309;134521;768331
2014;2733;Elektrisches Installationsmaterial;50306;1697799;36889;942773
2014;2740;Elektrische Lampen und Leuchten;27418;1174880;121110;1504339
2014;2751;Elektrische Haushaltsgeräte, Teile dafür;136938;1443376;299652;1662239
2014;2752;Nicht elektrische Haushaltsgeräte, Teile dafür;10524;79084;34608;163259
2014;2790;Sonstige elektr. Ausrüstungen und Geräte a.n.g.;41199;866392;88984;874916
2014;2811;Verbrennungsmotoren und Turbinen;324713;2737625;65387;660366
2014;2812;Hydraulische, pneumatische Komponenten und Systeme;18745;503581;17678;317706
2014;2813;Sonstige Pumpen und Kompressoren;115510;2623628;86429;1039979
2014;2814;Armaturen;70934;1861882;86345;1107400
2014;2815;Lager, Getriebe, Zahnräder und Antriebselemente;228512;2782157;186344;1456665
2014;2821;Öfen und Brenner, Teile dafür;26814;511528;14599;121960
2014;2822;Hebezeuge und Fördermittel;206926;1791502;114138;617959
2014;2823;Büromaschinen;10744;408029;56798;2503039
2014;2824;Handgeführte, kraftbetrieb. Werkzeuge, Teile dafür;2429;130304;18971;319994
2014;2825;Kälte- u. lufttechn. Erzeugn. für gewerbl. Zwecke;68659;1101300;95257;1311169
2014;2829;Sonstige nicht wirtschaftszweigspezif. Maschinen;136453;3233725;86864;1079802
2014;2830;Maschinen für die Landwirtschaft, Forstwirtschaft;156705;1485625;87013;489529
2014;2841;Werkzeugmaschinen f.d. Metallbearbeitung, Teile;65325;1309123;46816;551445
2014;2849;Werkzeugmaschinen a.n.g., -teile, -zubehör;42875;746678;14473;159230
2014;2891;Masch. f.d. Metallerzg.,Walzwerkseinr., Gießmasch.;67801;440697;32961;158327
2014;2892;Bergwerks-, Bau- u. Baustoffmaschinen, Teile dafür;201914;1846220;174568;811105
2014;2893;Masch.f.Nahrungs-,Futterm.-,Getränkeh.,Tabakv., T.;14104;406793;8382;133963
2014;2894;Masch. f.Textil-,Bekleidungsh.,Ledererzg.,-verarb.;75252;1388687;31083;295191
2014;2895;Maschinen f.d. Papiererzeugung und -verarbeitung;16095;421680;6362;82819
2014;2896;Maschinen f. Kunststo.-,Gummierzeug.,-verarbeitung;38477;1087933;16989;242116
2014;2899;Maschinen f. sonst. best. Wirtschaftszweige a.n.g.;107727;2167237;73856;942102
2014;2910;Kraftwagen und Kraftwagenmotoren;868759;7459044;1057912;10785476
2014;2920;Karosserien, Aufbauten und Anhänger;386249;1666387;230839;631238
2014;2931;Elektr.,elektron. Ausrüstungen für Motoren a.n.g.;16221;322629;52036;809807
2014;2932;Andere Teile und anderes Zubehör für Kraftwagen;1203004;7058702;719888;4330936
2014;3011;Schiffe (ohne Boote und Yachten);105578;137419;165173;351566
2014;3012;Boote und Yachten;218;5246;799;11702
2014;3020;Schienenfahrzeuge;110803;1146298;59477;362419
2014;3030;Luft- und Raumfahrzeuge;5242;382479;1919;351911
2014;3040;Militärische Kampffahrzeuge;-;-;-;-
2014;3091;Krafträder;3173;60813;8968;178275
2014;3092;Fahrräder und Behindertenfahrzeuge;9117;95824;36004;415427
2014;3099;Fahrzeuge, a.n.g.;7063;29975;6238;19618
2014;3100;Sitzmöbel und Teile dafür, Teile für Möbel;186347;644019;558786;1653417
2014;3101;Büromöbel, Ladenmöbel aus Holz;39921;165885;45732;107893
2014;3102;Küchenmöbel aus Holz;214872;1003052;28162;35563
2014;3103;Matratzen;8993;45407;28953;140415
2014;3109;Sonstige Möbel;86834;382228;445314;876779
2014;3511;Elektrischer Strom;0;1094382;0;342675
2014;3521;Industriell erzeugte Gase;-;-;-;-
2014;8900;Sonstige Waren;8121935;10989474;9374430;16275358
2014;8988;Sperrungen in der Außenhandelsstatistik;-;-;-;-
2014;;Insgesamt;97366274;179687274;183701661;206328783
2013;0111;Getreide (ohne Reis), Hülsenfrüchte und Ölsaaten;1053243;282790;3696270;1487691
2013;0112;Reis;-;-;3256;2210
2013;0113;Gemüse und Melonen sowie Wurzeln und Knollen;1349163;259804;2109597;1370505
2013;0114;Zuckerrohr;-;-;5;7
2013;0115;Tabak;44;22;699;42812
2013;0116;Faserpflanzen;201;171;24216;27820
2013;0119;Sonstige einjährige Pflanzen;55655;93761;116039;447276
2013;0121;Wein- und Tafeltrauben;1263;2614;73289;133300
2013;0122;Tropische und subtropische Früchte;-;-;237442;179365
2013;0123;Zitrusfrüchte;-;-;412806;304632
2013;0124;Kern- und Steinobst;6058;9038;289353;322046
2013;0125;Sonstiges Baum- und Strauchobst und Nüsse;7965;44877;148228;459740
2013;0126;Ölhaltige Früchte;226;477;2015;2646
2013;0127;Pflanzen zur Herstellung von Getränken;-;-;89631;187913
2013;0128;Gewürzpflanzen, Pflanzen für z.B. pharmaz. Zwecke;1496;12167;13334;39377
2013;0129;Sonstige mehrjährige Pflanzen;7115;8060;47724;42537
2013;0130;Baumschulerzeugnisse,Pflanzen z.Vermehrungszweck.;117705;316772;360247;602618
2013;0141;Kühe und Färsen, lebend;7638;24411;2670;7039
2013;0142;Sonstige Rinder und Büffel, lebend, Sperma;15695;44785;3680;12424
2013;0143;Pferde und Esel, lebend;592;28536;232;5832
2013;0144;Kamele und Kamelartige, lebend;-;-;-;-
2013;0145;Schafe und Ziegen, lebend;21;205;220;318
2013;0146;Schweine, lebend;49278;96191;286614;491423
2013;0147;Geflügel, lebend, sowie Eier;113609;106340;165213;234982
2013;0149;Sonstige Nutztiere und tierische Erzeugnisse;2072;10268;2102;12660
2013;0210;Waldbestand sowie Erzeugnisse von Forstbaumschulen;423;1149;2333;3116
2013;0220;Rohholz;357257;30812;515150;54757
2013;0230;Wildwachsende Produkte (ohne Holz);5118;18065;19691;52844
2013;0300;Fische u. Fischereierzeugnisse, Aquakulturerzeug.;1391;9723;11203;51008
2013;0510;Steinkohle;215348;43189;21465754;1870693
2013;0520;Braunkohle;559520;49577;29479;1661
2013;0610;Erdöl;-;-;25550395;15614639
2013;0620;Erdgas, verflüssigt oder gasförmig;15;14;21489935;7744429
2013;0710;Eisenerze;45738;2137;20744935;2064548
2013;0721;Uran- und Thoriumerze;-;-;-;-
2013;0729;NE-Metallerze (ohne Uran- und Thoriumerze);117648;47435;926659;690551
2013;0811;Natur-,-werk-, Kalk-, Gipssteine, Kreide, Schiefer;94366;7445;772711;21223
2013;0812;Kies, Sand, Ton und Kaolin;13419360;140418;1505501;146537
2013;0891;Chemische und Düngemittelminerale;177558;28451;393596;75868
2013;0892;Torf;22401;4595;105137;8581
2013;0893;Salz, reines Natriumchlorid (ohne Speisesalz);486534;30801;1626994;73708
2013;0899;Steine, Erden, a.n.g., sonstige Bergbauerzeugnisse;477797;28750;714682;163952
2013;1011;Fleisch (ohne Geflügel);1398534;2542690;636964;1389268
2013;1012;Geflügelfleisch;67250;75951;181090;409476
2013;1013;Verarbeitetes Fleisch;267120;782726;131792;451437
2013;1020;Fischerzeugnisse und andere Meeresfrüchte;40117;149972;86811;410996
2013;1031;Verarbeitete Kartoffeln und Kartoffelerzeugnisse;19401;33428;128880;124920
2013;1032;Frucht- u.Gemüsesäfte,n. gegoren,oh. Alkoholzusatz;267543;191776;247729;270010
2013;1039;Verarbeitetes Obst und Gemüse, a.n.g.;216224;396770;666119;812429
2013;1041;Öle und Fette (ohne Margarine und Nahrungsfette);1626027;930668;1884987;1203524
2013;1042;Margarine und Nahrungsfette;74871;95340;36893;51366
2013;1051;Milch und Milcherzeugnisse (ohne Speiseeis);725693;649194;518449;1384232
2013;1052;Speiseeis;47457;123191;25021;62741
2013;1061;Mahlerzeugnisse und Schälmühlenerzeugnisse;551306;243545;355452;236442
2013;1062;Stärke und Stärkeerzeugnisse;949159;305043;770343;380872
2013;1071;Backwaren (ohne Dauerbackwaren);154367;285777;83559;164571
2013;1072;Dauerbackwaren;159155;394073;131346;329739
2013;1073;Teigwaren;2898;4712;46665;50016
2013;1081;Zucker;275528;126182;208088;125276
2013;1082;Süßwaren (ohne Dauerbackwaren);318224;1083965;235785;779454
2013;1083;Kaffee und Tee, Kaffee-Ersatz;48779;263887;31422;290597
2013;1084;Würzen und Soßen;98898;102883;73503;98540
2013;1085;Fertiggerichte;99662;294974;83468;223000
2013;1086;Homogenisierte Nahrungsmittelzubereitungen;14799;95764;9372;25413
2013;1089;Sonstige Nahrungsmittel, a.n.g.;159662;271104;86086;294879
2013;1091;Futtermittel für Nutztiere;475655;178110;554328;251339
2013;1092;Futtermittel für sonstige Tiere, zubereitet;172525;256696;209408;290302
2013;1101;Spirituosen;6297;14739;69589;272847
2013;1102;Traubenwein;11482;20802;187887;373902
2013;1103;Apfelwein u. Fruchtweine, alkoholh. Mischgetränke;4148;3249;3864;3808
2013;1104;Wermutwein und andere aromatisierte Weine;245;504;2604;2711
2013;1105;Bier;189991;100625;62928;37558
2013;1106;Malz;108165;46609;64616;24668
2013;1107;Erfrischungsgetränke, natürliches Mineralwasser;2239138;203466;185315;104424
2013;1200;Tabakerzeugnisse;2222;110290;13684;187703
2013;1310;Textile Spinnstoffe und Garne;26876;57593;71465;194465
2013;1320;Gewebe;47981;450596;79312;569588
2013;1391;Gewirke und Gestricke;11402;131694;12754;83396
2013;1392;Konfektionierte Textilwaren (ohne Bekleidung);33674;307419;206948;1333210
2013;1393;Teppiche und textile Fußbodenbeläge;13804;80872;81048;284317
